-1.000000000000000000e+01,-1.144403732029020127e+01
-9.979979979979979987e+00,-1.108750609264845011e+01
-9.959959959959959974e+00,-1.238227478408523119e+01
-9.939939939939939961e+00,-1.183522591050665618e+01
-9.919919919919919948e+00,-1.169186659479585266e+01
-9.899899899899899935e+00,-1.169841995319546690e+01
-9.879879879879879923e+00,-1.133910629457948893e+01
-9.859859859859859910e+00,-1.367793749024342986e+01
-9.839839839839839897e+00,-1.188916390998741335e+01
-9.819819819819819884e+00,-1.158078621857305457e+01
-9.799799799799799871e+00,-1.280013014875350486e+01
-9.779779779779779858e+00,-1.010579407276907027e+01
-9.759759759759759845e+00,-1.159820049252159180e+01
-9.739739739739739832e+00,-1.017633499471081038e+01
-9.719719719719719819e+00,-1.251024274155279770e+01
-9.699699699699699806e+00,-1.260699982122502760e+01
-9.679679679679679793e+00,-1.145542745871399859e+01
-9.659659659659659781e+00,-1.333834802248831686e+01
-9.639639639639639768e+00,-1.142467404901354655e+01
-9.619619619619619755e+00,-1.152240038761670249e+01
-9.599599599599599742e+00,-1.058393431805749785e+01
-9.579579579579579729e+00,-1.087853823841448175e+01
-9.559559559559559716e+00,-1.197703690944459431e+01
-9.539539539539539703e+00,-1.263703619430978442e+01
-9.519519519519519690e+00,-9.807214298176223366e+00
-9.499499499499499677e+00,-1.229161452006465005e+01
-9.479479479479479664e+00,-1.252500403654894612e+01
-9.459459459459459651e+00,-1.254431551892090546e+01
-9.439439439439439639e+00,-1.032213412390277441e+01
-9.419419419419419626e+00,-1.193831962384427214e+01
-9.399399399399399613e+00,-1.215310386558000033e+01
-9.379379379379379600e+00,-1.124168955347603216e+01
-9.359359359359359587e+00,-1.156630406991665083e+01
-9.339339339339339574e+00,-1.201743480012558685e+01
-9.319319319319319561e+00,-1.056532785234083960e+01
-9.299299299299299548e+00,-1.023398380720130518e+01
-9.279279279279279535e+00,-1.029396177033941306e+01
-9.259259259259259522e+00,-1.049233958959806046e+01
-9.239239239239239510e+00,-1.083661370810920488e+01
-9.219219219219219497e+00,-1.299510721918104750e+01
-9.199199199199199484e+00,-9.529948392822230829e+00
-9.179179179179179471e+00,-1.087718996882162692e+01
-9.159159159159159458e+00,-1.055100273155851731e+01
-9.139139139139139445e+00,-1.002417681619173706e+01
-9.119119119119119432e+00,-9.685766616237128090e+00
-9.099099099099099419e+00,-1.068070108778990601e+01
-9.079079079079079406e+00,-1.064353291978342497e+01
-9.059059059059059393e+00,-1.165828333651877813e+01
-9.039039039039039380e+00,-1.100594928790027893e+01
-9.019019019019019368e+00,-1.187318027983337387e+01
-8.998998998998999355e+00,-1.171893953114089371e+01
-8.978978978978979342e+00,-1.187255338129317117e+01
-8.958958958958959329e+00,-1.111498284995624708e+01
-8.938938938938939316e+00,-9.889845751018928155e+00
-8.918918918918919303e+00,-7.747944145628739676e+00
-8.898898898898899290e+00,-1.070939926135098652e+01
-8.878878878878879277e+00,-1.222729196663499884e+01
-8.858858858858859264e+00,-9.593875529002602320e+00
-8.838838838838839251e+00,-1.113962271531486614e+01
-8.818818818818819238e+00,-1.147942741279581114e+01
-8.798798798798799226e+00,-1.058894932087574325e+01
-8.778778778778779213e+00,-1.201940337833500649e+01
-8.758758758758759200e+00,-1.053629559475015220e+01
-8.738738738738739187e+00,-1.082711426193789350e+01
-8.718718718718719174e+00,-1.062034081190324386e+01
-8.698698698698699161e+00,-1.031728244448952836e+01
-8.678678678678679148e+00,-1.061118642143787305e+01
-8.658658658658659135e+00,-1.064232057454576719e+01
-8.638638638638639122e+00,-1.035432411964069388e+01
-8.618618618618619109e+00,-1.020321799244749172e+01
-8.598598598598599096e+00,-1.163008105891385746e+01
-8.578578578578579084e+00,-1.200856983726402660e+01
-8.558558558558559071e+00,-1.062019661073077437e+01
-8.538538538538539058e+00,-1.197127402847264754e+01
-8.518518518518519045e+00,-1.043098704759684736e+01
-8.498498498498499032e+00,-9.559751622816188288e+00
-8.478478478478479019e+00,-9.871366806562432927e+00
-8.458458458458459006e+00,-1.150662886528393258e+01
-8.438438438438438993e+00,-1.129870089039595804e+01
-8.418418418418418980e+00,-1.009011712341766298e+01
-8.398398398398398967e+00,-1.079969620353190862e+01
-8.378378378378378954e+00,-1.069503367343048517e+01
-8.358358358358358942e+00,-9.761451877110404851e+00
-8.338338338338338929e+00,-1.132562503179599211e+01
-8.318318318318318916e+00,-1.071955302822950173e+01
-8.298298298298298903e+00,-1.109838077438289972e+01
-8.278278278278278890e+00,-1.132140777631363449e+01
-8.258258258258258877e+00,-1.111533644692942424e+01
-8.238238238238238864e+00,-9.560776068891827961e+00
-8.218218218218218851e+00,-1.016639782873579811e+01
-8.198198198198198838e+00,-1.107735882703327412e+01
-8.178178178178178825e+00,-1.040927978577117585e+01
-8.158158158158158813e+00,-1.179696546528033707e+01
-8.138138138138138800e+00,-1.087145094572180426e+01
-8.118118118118118787e+00,-7.968543583250832008e+00
-8.098098098098098774e+00,-1.018834194776384905e+01
-8.078078078078078761e+00,-9.346419151047685503e+00
-8.058058058058058748e+00,-1.012354643320254155e+01
-8.038038038038038735e+00,-9.689868802796230085e+00
-8.018018018018018722e+00,-9.354759928338845398e+00
-7.997997997997997821e+00,-1.110261459552446972e+01
-7.977977977977977808e+00,-1.000891423525193780e+01
-7.957957957957957795e+00,-8.379092763541470035e+00
-7.937937937937937782e+00,-1.073343848799122924e+01
-7.917917917917917769e+00,-1.048435777165013860e+01
-7.897897897897897757e+00,-1.020558917526490106e+01
-7.877877877877877744e+00,-9.608853804701631418e+00
